,level_0,index,Unnamed: 0,Text,Label
402,402,402,402,Los incidentes registrados la pasada noche a raíz de un botellón en las playas de Barcelona se han saldado según balance provisional con 30 detenciones y 39 heridos  ,0
403,403,403,403,El volcán de La Palma que este domingo cumple una semana desde su erupción mantiene activos al menos cuatro centros emisores y la lava fluye en dos coladas si bien el magma ha reducido su velocidad  ,0
404,404,404,404,La vicepresidenta primera del Gobierno y ministra de Asuntos Económicos Nadia Calviño considera que las previsiones macroeconómicas del Ejecutivo son realistas y que la economía española alcanzará velocidad de crucero en 2022  ,0
405,405,405,405,El euríbor el indicador que más se utiliza en España para calcular las cuotas de las hipotecas se encamina a subir en septiembre con lo que rompería una racha de tres caídas consecutivas  ,0
406,406,406,406,rupción del volcán en La Palma   Toda la información en Efeservicios,0
407,407,407,407,  La delegada del Gobierno para la Violencia de Genero Victoria Rosell advierte en una entrevista con EFE de que el derecho al aborto no puede ceder ante el derecho de los profesionales sanitarios a objetar   ,0
408,408,408,408,Abren los colegios electorales en Alemania para las generales del fin de la era Merkel   ,0
409,409,409,409,bren los colegios electorales para las generales del fin de la era Merkel,0
410,410,410,410,El mundo de la música aunó fuerzas para subrayar la imperativa necesidad de acabar con el hambre y defender el planeta con el Global Citizen un colosal evento en el que participaron más de 70 artistas en 15 ciudades diferentes   ,0
411,411,411,411,Al menos tres personas fallecieron en el descarrilamiento de un tren de pasajeros en el estado de Montana noroeste de EEUU que tambien ha dejado numerosos heridos informaron hoy las autoridades locales  ,0
412,412,412,412,La delegación del Gobierno de Nicolás Maduro aceptó este sábado sentarse de nuevo con la oposición despues de que Noruega árbitro en las negociaciones rectificara las críticas vertidas en la ONU y reafirmara su imparcialidad en el proceso  ,0
413,413,413,413,El Ministerio de Salud de Paraguay cerró este sábado el informe diario de casos de covid sin ninguna muerte la primera vez que no se registra un deceso desde marzo de 2020 cuando se detectó la presencia de la pandemia en el país sudamericano  ,0
414,414,414,414,rupción del volcán en La Palma   Toda la información en Efeservicios,0
415,415,415,415,Una multitudinaria marcha contra la migración irregular realizada en Iquique en el norte de Chile terminó con incidentes violentos en contra de extranjeros que se encuentran varados en la ciudad a la espera de regularizar su situación ,0
416,416,416,416,El cruce fronterizo de Del Río Texas EEUU fue reabierto tras la crisis provocada por la concentración en ese lugar de más de 10000 inmigrantes la mayoría haitianos quienes ya fueron desalojados informó la Oficina de Aduanas y Protección Fronteriza ,0
417,417,417,417,El primer ministro haitiano Ariel Henry solicitó ante la Asamblea General de la ONU la ayuda de la organización en la investigación del asesinato del presidente Jovenel Moise el 7 de julio pasado en su residencia privada ,0
418,418,418,418,Medio centenar de personas se han concentrado esta noche a la entrada del Teatro Romano de Merida para exigir la cancelación del concierto que el tenor Plácido Domingo ofrecerá en este recinto y contra la financiación pública de su espectáculo  ,0
419,419,419,419,El reparto amateur de Quien lo impide Concha de Plata a mejores secundarios 69SSIFF,0
420,420,420,420,La vicepresidenta ejecutiva de Venezuela Delcy Rodríguez aseguró que el Gobierno de Nicolás Maduro impulsa una estrategia económica con la que se propone sustituir las importaciones por productos nacionales con el objetivo de ahorrar divisas ,0
421,421,421,421,La llegada simultánea este sábado de los canadienses Michael Spavor y Michael Kovrig a su país y de la directora financiera de Huawei la china Meng Wanzhou al suyo supone el inicio del fin de una grave crisis diplomática ,0
422,422,422,422,rupción del volcán en La Palma  Toda la información en Efeservicios,0
423,423,423,423,El ministro de Exteriores ruso Sergey Lavrov aseguró en la sede de Naciones Unidos que la cuestión del reconocimiento internacional de los talibanes en la coyuntura actual no está sobre la mesa UNGA ,0
424,424,424,424,La delegación del Gobierno de Nicolás Maduro llegó a Mexico para reanudar el diálogo con la oposición venezolana despues de haber aplazado el encuentro acusando a Estados Unidos de interferir en las negociaciones ,0
425,425,425,425,El sistema de observación terrestre europeo Copernicus calcula en su última actualización que la superficie cubierta por la lava en La Palma es de 2121 hectáreas y han sido afectadas 496 edificaciones de las cuales 461 están destruidas  ,0
426,426,426,426,a delegación de Nicolás Maduro llega a Mexico para reanudar el diálogo con la oposición venezolana,0
427,427,427,427,Puigdemont La actitud de España con Cataluña es contraria a la democracia europea,0
428,428,428,428,Los Mossos dEsquadra y la Guardia Urbana blindarán esta noche el área de la plaza Espanya de Barcelona con controles cierres perimetrales y más agentes para evitar que se repitan los incidentes vandálicos del macrobotellón de la pasada madrugada  ,0
429,429,429,429,Islandia podría vivir un cambio de gobierno tras las elecciones legislativas de este sábado de pronóstico complicado y en las que los sondeos apuntan al panorama político más fragmentado en ocho decadas de independencia  ,0
430,430,430,430,El presidente del Gobierno catalán Pere Aragones aseguró hoy que la represión de Estado español continúa y que la única solución es la amnístia tras reunirse en Alguer Cerdeña con el expresidente Carles Puigdemont  ,0
431,431,431,431,ragones La represión continúa y la única solución es la amnistía,0
432,432,432,432,  Silveria Cutipa la química aimara que hace jabones con aceite reciclado ,0
433,433,433,433,  Ángel León No solamente abrimos la boca a los clientes sino la mente  Ana González Kiko Delgado   ,0
434,434,434,434,El primer ministro de Haití Ariel Henry le recordó a EEUU que se construyó gracias a oleadas de migrantes y refugiados en referencia al trato recibido por cientos de haitianos que intentaban entrar en territorio estadounidense UNGA ,0
435,435,435,435,ANÁLISIS  El FMLN la potente exguerrilla de El Salvador sumida en una debacle  Por Hugo Sánchez ,0
436,436,436,436,La hermana del líder norcoreano Kim Jongun Kim Yoyong emitió hoy un comunicado insistiendo en que Seúl debe mejorar su actitud hacia Pionyang si quiere ver una mejora en los lazos intercoreanos  ,0
437,437,437,437,La Feria del Libro de Madrid entra en su recta final con un aforo completo desde casi su apertura  largas colas de lectores y decenas de autores cerrando con optimismo una edición que comenzó con mucha incertidumbre  Por Carmen Naranjo ,0
438,438,438,438,  Silveria Cutipa la química aimara que hace jabones con aceite reciclado  Por Gina Baldivieso  ,0
439,439,439,439,a directora financiera de Huawei aterriza en China tras ser liberada en Canadá,0
440,440,440,440,El director tecnico del Plan Especial de Protección Civil y Atención de Emergencias por Riesgo Volcánico Pevolca Miguel Ángel Morcuende ha hecho un llamamiento a la tranquilidad de la opinión pública sobre los últimos episodios del volcán de La Palma  ,0
441,441,441,441,Toda la información en Efeservicios  ,0
442,442,442,442,El Consejo por la República ha desconvocado la manifestación prevista para este domingo en el centro de Barcelona en apoyo al expresident Carles Puigdemont detenido el jueves al aterrizar en Cerdeña Italia y puesto en libertad al día siguiente  ,0
443,443,443,443,Los países que conforman el grupo Med5 España Italia Grecia Chipre y Malta han acordado este sábado reclamar a la UE un reparto equitativo de la responsabilidad en materia migratoria  ,0
444,444,444,444,Michael Kovrig y Michael Spavor los canadienses detenidos en China desde diciembre de 2018 y que fueron liberados el viernes tras el acuerdo que permitió a la directora financiera de Huawei Meng Wanzhou regresar a China llegaron a Canadá ,0
445,445,445,445,El cono del volcán de La Palma se ha roto y deja una colada enorme en dirección hacia el mar según ha constatado el Instituto Geológico y Minero de España IGME gracias a las imágenes de los drones  ,0
446,446,446,446,  Covid19 Imágenes de una crisis en el mundo 25 de septiembre   En EFE te resumimos las imágenes más destacadas del día en todo el planeta sobre la crisis del coronavirus  Toda la información en Efeservicios  ,0
447,447,447,447,Unas mil personas forman el dispositivo de emergencia desplegado en La Palma por la erupción volcánica que comenzó hace días en la isla  ,0
448,448,448,448,La ministra para la Transición Ecológica y el Reto Demográfico Teresa Ribera ha considerado este sábado que pasará mucho tiempo antes de poder recuperar infraestructuras civiles o zonas habitables debido a la erupción del volcán en La Palma  ,0
449,449,449,449,El avión que transporta a los dos canadienses liberados por China llega a Canadá,0
450,450,450,450,El PP pide a Sánchez demostrar que no auspició la libertad de Puigdemont   ,0
451,451,451,451,La vicepresidenta tercera y ministra para la Transición Ecológica y el Reto Demográfico Teresa Ribera ha asegurado que el Gobierno tiene presupuestados veinte millones de euros para estrategias de convivencia con grandes carnívoros  ,0
452,452,452,452,Un nuevo foco de emisión se ha abierto este sábado por la mañana en el volcán de La Palma ha informado el Instituto Volcanológico de Canarias Involcan en su cuenta de Twitter  ,0
453,453,453,453,El precio medio de la electricidad en el mercado mayorista se ha situado para mañana 26 de septiembre en 16042 euros el MWh supone un descenso del 36  respecto al de hoy pero será el domingo con el precio más alto desde que existen registros  ,0
454,454,454,454,La clasificación para el Gran Premio de Rusia ha logrado evitar el aplazamiento por la lluvia y se disputa en el horario previsto a las 1400 CET RussianGP   ,0
455,455,455,455,a clasificación para el GP de Rusia evita su aplazamiento RussianGP,0
456,456,456,456,Quien lo impide el retrato de una generación de jóvenes dirigido por Jonás Trueba Premio Feroz Zinemaldia  69SSIFF  ,0
457,457,457,457,  Todos los años por estas fechas la recogida de la uva se repite en las diferentes regiones vitivinícolas de España una tarea que se complica todavía más en algunas zonas condicionadas por orografía y otras particularidades   Por Belen Delgado ,0
458,458,458,458,La crisis del gigante Evergrande tendrá consecuencias limitadas pero supone una advertencia sobre el estado del mercado inmobiliario chino según analistas consultados por Efe  Por Jesús Centeno y Víctor Escribano ,0
459,459,459,459,  El sector químico producirá un 5  más en 2021 el doble de lo previsto   entrevista al director general de la patronal Feique Juan A Labat  ,0
460,460,460,460,El Cabildo de La Palma La ayuda solidaria más eficaz es la económica   ,0
461,461,461,461,  El circo entreabre el telón   Por Belen Ortiz  ,0
462,462,462,462,El portavoz de ERC en el Congreso Gabriel Rufián vio la mesa de diálogo en peligro por la detención del expresident Carles Puigdemont en Cerdeña Italia pero considera que no hay alternativa a la vía dialogada con el Estado  ,0
463,463,463,463,La expresidenta de la Junta de Andalucía Susana Díaz ha renunciado al acta de parlamentaria andaluza para centrarse en sus nuevas responsabilidades como senadora por designación autonómica según ha anunciado el PSOE andaluz   ,0
464,464,464,464,Agentes de la Policía Nacional han detenido a quince personas en distintos lugares de España por distribución y tenencia de material de abuso sexual infantil a traves de la red social Twitter que denunció su difusión  ,0
465,465,465,465,China intenta atestar su golpe definitivo al uso de criptomonedas   ,0
466,466,466,466,Cancelada la tercera sesión de entrenamientos libres del Gran Premio de Rusia que estaba prevista para las 1100 horas CET por la lluvia  RussianGP  ,0
467,467,467,467,El incremento global del precio del gas ha provocado una crisis especialmente profunda en el mercado del Reino Unido donde las electricas no pueden trasladar a los consumidores toda la subida de los precios mayoristas   ,0
468,468,468,468,os incidentes en el macrobotellón que esta noche ha reunido a 40000 jóvenes en los alrededores de la plaza España de Barcelona ha derivado en 20 detenciones y 43 heridos 13 de ellos por arma blanca y una posible agresión sexual,0
469,469,469,469,Los colegios electorales en Islandia abrieron este sábado a las 0900 GMT para celebrar unas elecciones legislativas de pronóstico incierto por el escenario político fragmentado y en las que podrían entrar en el Parlamento hasta nueve partidos  ,0
470,470,470,470,  Mina El Hammani He tenido que acudir a un especialista despues de Élite  Por Nestor Báez y  Amaia Echevarría  ,0
471,471,471,471,Los pasos fronterizos que separan Ceuta y Melilla de Marruecos permanecerán cerrados hasta el próximo 31 de octubre como consecuencia de la crisis sanitaria provocada por la covid19 según recoge este sábado una resolución del BOE  ,0
472,472,472,472,  Una decada del último latido de la Cataluña taurina  Por Javier López Perez   ,0
473,473,473,473,Los evacuados por el volcán son unos 6000 tras los últimos desalojos   ,0
474,474,474,474,Cuarenta y tres personas han resultado heridas tres de ellas graves la pasada noche en Barcelona en su gran mayoría en el macrobotellón registrado en la plaza de España y la avenida de María Cristina  ,0
475,475,475,475,El aeropuerto de La Palma está inoperativo por acumulación de ceniza ha informado AENA que ha señalado que ha empezado las tareas de limpieza aunque la situación puede cambiar en cualquier momento  ,0
476,476,476,476,  JxCat no ve razonable regalar votos al Gobierno si no cambia su guion   entrevista a El secretario general de JxCat Jordi Sanchez  ,0
477,477,477,477,  Esther Cruces la directora del Archivo General de Indias de Sevilla  Por Manuel Rus  ,0
478,478,478,478,  Salvador Viada fiscal del Tribunal Supremo es muy complicado investigar a alguien poderoso   ,0
479,479,479,479,  Vacunas en el super o la iglesia reacción austríaca a la baja inmunización  Por Antonio Sánchez Solís  ,0
480,480,480,480,rupción del volcán en La Palma  Toda la información en Efeservicios,0
481,481,481,481,  Paco Roca Reconozco mi cómic en la serie La Fortuna de Amenábar  Por Mónica Collado ,0
482,482,482,482,Las posiciones enfrentadas de los socios de Gobierno sobre la conveniencia de incluir algunas medidas tributarias de la futura reforma fiscal en los Presupuestos de 2022 ha enredado el tramo final de las negociación de las cuentas  ,0
483,483,483,483,El encarecimiento de los derechos de emisión que pagan los grandes consumidores energeticos por emitir cada tonelada de CO2 a la atmósfera es uno de los principales responsables directos de la escalada que registra el precio de la luz desde hace meses  ,0
484,484,484,484,Pablo Casado encara la convención nacional del PP con el reto de rearmar el puzle del centroderecha y superar orillando a Vox una fractura que lastra sus intereses electorales   Por María López ,0
485,485,485,485,  Cien años del PCE Pasionaria la mujer que llamó a la unidad antifascista   entrevista a Mario Amorós autor de la última biografía sobre Pasionaria ,0
486,486,486,486,El presidente del Gobierno catalán Pere Aragones y el vicepresidente Jordi Puigneró se reunirán hoy en Alguer Cerdeña Italia con Carles Puigdemont para mostrarle su apoyo   ,0
487,487,487,487,El precio de la electricidad en el mercado mayorista pool ha caído hoy cerca de un 4  hasta los 16636 euros el megavatio hora MWh despues de haber marcado ayer su tercer precio más alto de la historia ,0
488,488,488,488,rupción del volcán en La Palma   Toda la información en Efeservicios,0
489,489,489,489,El Gobierno de Canadá anunció este viernes que Michael Spavor y Michael Kovrig dos canadienses detenidos en China desde diciembre de 2018 en represalia por el arresto en Canadá de Meng Wanzhou la directora financiera de Huawei fueron liberados en Pekín  ,0
490,490,490,490,El satelite Landsat 9 el más moderno del programa de la NASA que durante cerca de 50 años ha aportado imágenes gratuitas de los diferentes ecosistemas de la Tierra despegará el próximo lunes desde la Base de la Fuerza Espacial Vandenberg California ,0
491,491,491,491,rudeau anuncia la liberación de dos canadienses detenidos en China en 2018,0
492,492,492,492,  Te contamos en 60 segundos cómo transcurrió el 24 de septiembre en America  Toda la información en Efeservicios  ,0
493,493,493,493,Un tribunal de Nueva York ha dado al príncipe Andres de Inglaterra un plazo hasta el 29 de octubre para que responda a la denuncia por abusos sexuales presentada por la estadounidense Virginia Giuffre ,0
494,494,494,494,El expresidente del Gobierno Felipe González ha afirmado hoy que no cree que haya en España nadie más capaz de hacer el ridículo que el expresidente catalán Carles Puigdemont  ,0
495,495,495,495,El Gobierno canadiense explicó que tras el acuerdo entre Meng y el Departamento de Justicia de EEUU el proceso de extradición de la ejecutiva china que fue detenida en Canadá el 1 de diciembre de 2018 terminó y puede abandonar el país ,0
496,496,496,496,Un urgente llamado a la unidad del liderazgo latinoamericano para afrontar problemas como el acceso a vacunas y a la solidaridad global para continuar tras la covid19 son algunas de las conclusiones tras el Foro Global America Latina y el Caribe ,0
497,497,497,497,Lasso acudió a la Asamblea Nacional para presentar personalmente la Ley de Creación de Oportunidades un proyecto legal para trámite urgente que contiene reformas en las áreas tributaria laboral y de inversiones ,0
498,498,498,498,Canadá pone en libertad a la directora financiera de Huawei Meng Wanzhou tras su acuerdo con Estados Unidos,0
499,499,499,499,Tres amigos doce países más de diez mil kilómetros de carretera y un único objetivo en el horizonte difundir por los lugares más inhóspitos de Latinoamerica los conocimientos sobre el bitcóin gracias a la Bitcoineta ,0
500,500,500,500,Un operativo de Carabineros de Chile desalojó un campamento de un centenar de migrantes en la Plaza Brasil de la norteña ciudad de Iquique donde permanecían asentados desde hacía meses fruto de la crisis migratoria ,0
501,501,501,501,Un grupo de llamas andinas desfilaron por las calles del centro de la ciudad boliviana de La Paz como parte de una exhibición que busca impulsar a los productores de este sector tras los meses más críticos de la pandemia  ,0
502,502,502,502,La jefa financiera del gigante tecnológico chino Huawei Meng Wanzhou alcanzó un acuerdo con un tribunal estadounidense por el que reconoce gran parte de las acusaciones de fraude bancario y a cambio se paraliza su extradición a EEUU ,0
503,503,503,503,Más de 3000 bomberos se encuentran luchando contra el avance de las llamas en California EEUU para proteger a las gigantescas y milenarias secuoyas de dos grandes fuegos que queman en la zona  ,0
504,504,504,504,El secretario de Estado de EEUU Antony Blinken pidió a sus homólogos de Centroamerica y de Mexico un esfuerzo para combatir la corrupción y reforzar las instituciones democráticas algo clave para crear más oportunidades económicas en la región ,0
505,505,505,505,El secretario de Seguridad Nacional DHS de EEUU Alejandro Mayorkas confirmó tambien que su departamento ha organizado hasta la fecha 17 vuelos de expulsión con destino a Haití en los que fueron trasladadas unas 2000 personas ,0
506,506,506,506,Cientos de personas varadas en la frontera agravan la crisis migratoria en Chile    Lucas Aguayo  ,0
507,507,507,507,El expresidente estadounidense Barack Obama y la ex primera dama Michelle Obama anunciaron que el próximo martes comenzará la construcción en la ciudad de Chicago de un proyecto arquitectónico que albergará su futura biblioteca y museo presidencial ,0
508,508,508,508,rupción volcánica en la Cumbre Vieja de La Palma  Toda la información en Efeservicios,0
509,509,509,509,Cuando nos reunimos virtualmente hace seis meses adoptamos compromisos para avanzar en nuestra agenda compartida y positiva para un Indopacífico libre y abierto Hoy estoy orgulloso de decir que estamos haciendo excelentes progresos afirmó Biden ,0
510,510,510,510,La expresidenta de Costa Rica Laura Chinchilla lanzó fuertes críticas este viernes ante la falta de unidad de la región latinoamericana al señalar que no ha dejado escuchar su voz con respecto a lo que ocurre en Nicaragua  ,0
511,511,511,511,  Natti Natasha Renunciar a mi esencia habría sido negativo para mi hija  Por Alicia Civita  ,0
512,512,512,512,EEUU anuncia que ya no hay migrantes haitianos en el puente fronterizo,0
513,513,513,513,La Justicia de EEUU decidirá en los próximos días si concede o no la solicitud de extradición presentada por el Gobierno de Perú para el expresidente de ese país Alejandro Toledo acusado de corrupción  ,0
514,514,514,514,Gobiernos y empresas de todo el mundo se han comprometido a aportar más de 400000 millones de dólares para el desarrollo de las energías renovables y mejorar el acceso a la electricidad y a las tecnologías limpias para cocinar ,0
515,515,515,515,Biden destaca los progresos para un Indopacífico libre en la cumbre de los Quad,0
516,516,516,516,El presidente palestino Mahmud Abás abrió la puerta a abandonar la solución de dos Estados para Palestina e Israel si este último se sigue atrincherando en la realidad de un estado de apartheid según dijo ante la Asamblea General de la ONU UNGA ,0
517,517,517,517,  El primer niño con exoesqueleto en un mural homenaje a las mujeres científicas ,0
518,518,518,518,Varios expresidentes latinoamericanos destacaron durante el Foro Global America Latina y el Caribe la falta de unidad entre los mandatarios de la región y abogaron por unidad e independencia para hacer frente a los problemas que ha dejado la covid19 ,0
519,519,519,519,sturias Galicia Extremadura y Castilla y León son las únicas comunidades con más del 80  de la población con la vacuna completa,0
520,520,520,520,Los estudiantes han salido este viernes a las calles de distintos puntos de España con motivo de la Huelga Climática Global para denunciar las políticas parche del Gobierno para hacer frente al cambio climático   ,0
521,521,521,521,rupción volcánica en la Cumbre Vieja de La Palma  Toda la información en Efeservicios,0
522,522,522,522,  Los Museos Vaticanos incluyen la obra de San Pedro y San Pablo tras su restauración ,0
523,523,523,523,Los talibanes dicen que no saben si retomarán las amputaciones y ejecuciones   ,0
524,524,524,524,El expresidente de Costa Rica y Premio Nobel de la Paz 1987 Óscar Arias afirmó que en Nicaragua existe una dictadura en todas sus dimensiones al mando de Daniel Ortega y que las elecciones presidenciales de noviembre próximo son una farsa ,0
525,525,525,525,Laschet cierra campaña arropado por Merkel y el bloque conservador bávaro   ,0
526,526,526,526,La Cámara de Representantes de Estados Unidos aprobó este viernes un proyecto de ley para proteger el derecho al aborto a nivel nacional una iniciativa que busca frenar la ola de medidas restrictivas en estados como Texas y Florida   ,0
527,527,527,527,La Agencia Nacional de Telecomunicaciones aprobó las reglas definitivas para la concesión de los derechos para operar la telefonía móvil 5G en Brasil y programó para el 4 de noviembre la subasta en la que adjudicarán las licencias ,0
528,528,528,528,Puigdemont ha asegurado este viernes a su salida de la cárcel de Sassari en la isla de Cerdeña Italia que se encuentra muy bien y ha ironizado sobre el hecho de que haya salido libre España no pierde nunca las oportunidades de hacer el ridículo  ,0
529,529,529,529,rupción volcánica en la Cumbre Vieja de La Palma,0
530,530,530,530, La crisis haitiana se expande por todo Mexico y refleja la tragedia migrante  Por   Miguel Sierra  ,0
531,531,531,531,   Caracas una ventana prohibida convertida en un halo de esperanza  Por Genesis Carrero  Rayner Peña R  ,0
532,532,532,532, Líderes de todo el mundo se comprometieron en la ONU a transformar la forma en la que se producen procesan y consumen alimentos con el triple objetivo de acabar con el hambre promover dietas más sanas y frenar la destrucción del planeta ,0
533,533,533,533, La dimisión del enviado especial de EEUU a Haití agravó la polemica sobre la gestión de la crisis fronteriza de la Casa Blanca que evitó responder a las críticas sobre sus deportaciones masivas de migrantes haitianos  Por  ,0
534,534,534,534,   Un equipo integrado por mujeres hace historia en el automovilismo argentino   Por   Juan Ignacio Roncoroni  ,0
535,535,535,535, Manifestantes ocupan la Bolsa de Sao Paulo contra el alza de los precios el desempleo y la gestión del presidente brasileño Jair Bolsonaro ,0
536,536,536,536, CRÓNICA   Chile tampoco pudo ser los migrantes haitianos miran hacia Estados Unidos  Por   Elvis González  ,0
537,537,537,537, Un debate templado marca el arranque de la campaña presidencial en Chile  Por  ,0
538,538,538,538, Bingos y casinos la salvación de la economía venezolana  Por Saraí Coscojuela  Rayner Peña R  ,0
539,539,539,539, Penoco el perro marchista que acompañó la caminata de indígenas bolivianos    Juan Carlos Torrejón  ,0
540,540,540,540, Despues de meses de negociaciones los demócratas de EEUU anunciaron que no llegaron a un acuerdo con los republicanos para aprobar una reforma policial destinada a acabar con los abusos de los agentes especialmente contra la minoría afroamericana ,0
541,541,541,541,El expresidente catalán Carles Puigdemont ha salido de la cárcel de Sassari en la isla italiana de Cerdeña en la que se encontraba tras ser detenido ayer en el aeropuerto de Alguer en virtud de una orden del Tribunal Supremo español  ,0
542,542,542,542,  La Amazonía un potencial biomercado que Brasil no ha sabido aprovechar  Por María Angelica Troncoso  Joedson Alves  ,0
543,543,543,543,La Audiencia Provincial de Valencia ha dejado sin efecto el auto de procesamiento por un supuesto delito de homicidio imprudente del que está acusado el actor y productor porno Nacho Vidal por unos hechos ocurridos en verano de 2019  ,0
544,544,544,544, Sin información ni interculturalidad los indígenas en Perú se resisten a la vacuna contra la covid19  Por   Paolo Aguilar  ,0
545,545,545,545, Canadá vivió una nueva victoria electoral de Justin Trudeau y el Partido Liberal PL tras las elecciones generales que despertó tambien una sensación generalizada de que los comicios fueron una perdida de tiempo y dinero    Eric Bolte  ,0
546,546,546,546,La pandemia y la democracia centran los discursos de los líderes de America Latina en la ONU    Eduardo MuñozSpencer PlattPool  ,0
547,547,547,547, Biden rechaza el aislacionismo y el autoritarismo ante la ONU en un momento de dudas entre sus aliados sobre las intenciones de EEUU en el mundo    Eduardo MuñozPool  ,0
548,548,548,548, Migrantes haitianos huyen del estado mexicano de Chiapas en peligrosas rutas   Por Mitzi Mayauel Fuentes Gómez  Carlos López  ,0
549,549,549,549,   Los mensajeros del Inca ahora entregan libros en las alturas de los Andes   Por David Blanco Bonilla ,0
550,550,550,550, Mario Vargas Llosa presenta junto a su hijo una serie que unifica todas sus facetas   Por Ines Amarelo  ,0
551,551,551,551,   Una lista de deseos para los haitianos que logran entrar en EEUU   Por   Allison Dinner  ,0
552,552,552,552,La incidencia acumulada por covid que siguen en niveles previos a la segunda ola principios de agosto de 2020 ha bajado hoy de los 70 casos por cada cien mil habitantes 693 y Castilla y León pasa junto a Galicia a situación de riesgo bajo  ,0
553,553,553,553,  Puigdemont sale de la cárcel italiana de Sassari ,0
554,554,554,554, El presidente de Argentina Alberto Fernández relanzó su Gobierno con una renovación ministerial para superar la crisis interna desatada tras la derrota del oficialismo en las recientes primarias  Por Natalia Kidd ,0
555,555,555,555, EEUU anunció que dejará a partir de noviembre entrar en el país a viajeros internacionales vacunados incluidos los de la Unión Europea UE Brasil el Reino Unido y China y suspende así una prohibición que mantenía desde 2020    Michael Reynolds  ,0
556,556,556,556, Amnistía Internacional denuncia deficientes investigaciones de los feminicidios en el centro de Mexico   Por   Sáshenka Gutierrez  ,0
557,557,557,557, La farmaceutica Pfizer anunció que los resultados de las últimas pruebas de su vacuna contra la covid19 para niños de entre 5 y 11 años generaron una robusta respuesta de anticuerpos y es segura ,0
558,558,558,558, La crisis migratoria de los haitianos los debates de la Asamblea General de la ONU en Nueva York o los sucesos electorales en Argentina Chile y Canadá  Hacemos un repaso de las historias americanas de esta semana en    Dentro hilo,0
559,559,559,559,El presidente de Estados Unidos Joe Biden asumió como mandatario su responsabilidad en los casos intolerables de maltrato a migrantes en la frontera con Mexico y prometió que habrá consecuencias hacia quienes los cometieron ,0
560,560,560,560,   Fijada el 4 de octubre la vista sobre Puigdemont que puede salir de Cerdeña    ,0
561,561,561,561,La convención que redacta la nueva Constitución chilena anunció  que uno de sus miembros tiene covid19 lo que obligó a posponer la votación del reglamento el primer gran paso del proceso constituyente ,0
562,562,562,562,os contagios bajan de 70 casos y Castilla y León entra en riesgo bajo,0
563,563,563,563,Sam que se fortaleció durante la noche hasta llegar a ser un huracán de categoría 1 continuaba su rápido fortalecimiento sobre aguas abiertas del Atlántico y sus vientos pueden alcanzar hoy mismo una categoría mayor ,0
564,564,564,564,Biden señaló que este es el número de personas que pueden acceder a la tercera dosis de Pfizer entre los mayores de 65 años los adultos vulnerables con enfermedades como diabetes u obesidad y trabajadores que tienen mayor riesgo ,0
565,565,565,565,Los Tecnicos Especialistas en Desactivación de Artefactos Explosivos TEDAX de la Policía Nacional desactivaron el pasado lunes una bomba de aviación de la Guerra Civil localizada en unas obras en el centro de Aravaca  ,0
566,566,566,566,Orden de confinamiento para Tajuya y Tacande al intensificarse la explosividad de la erupción  ,0
567,567,567,567,Los restos de Abimael Guzmán el fallecido fundador y líder del grupo terrorista Sendero Luminoso fueron cremados este viernes en el hospital centro medico naval del Callao vecino a Lima y la dispersión de las cenizas se realizará en forma reservada ,0
568,568,568,568,  Covid19 Imágenes de una crisis en el mundo 24 de septiembre   En EFE te resumimos las imágenes más destacadas del día en todo el planeta sobre la crisis del coronavirus  Toda la información en Efeservicios  ,0
569,569,569,569,Sesenta millones de estadounidenses podrán ponerse una dosis de refuerzo de la vacuna contra la covid19 de Pfizer,0
570,570,570,570,Felipe VI durante su visita este viernes a Logroño ha transmitido su confianza en que poco a poco se vaya superando la pandemia y la sociedad se recupere  ,0
571,571,571,571,El juez ha considerado que su arresto en el aeropuerto se realizó de acuerdo con la ley pero ha decidido dejarle en libertad sin medidas cautelares con la única imposición de que no abandone Cerdeña durante unos días hasta que decida sobre su situación  ,0
572,572,572,572,  Puigdemont queda en libertad pero no puede salir de Cerdeña ,0
573,573,573,573,El Tribunal de Apelación de Sassari pospone a mañana declaración Puigdemont,0
574,574,574,574,Los Centros de Control y Prevención de Enfermedades CDC en ingles dieron luz verde a la tercera dosis de la vacuna de PfizerBioNTech para los mayores de 65 años y personas en situación de riesgo ,0
575,575,575,575,El diputado federal Eduardo Bolsonaro hijo del presidente de Brasil Jair Bolsonaro fue diagnosticado con covid19 dos días despues de que volviera con la comitiva brasileña que viajó a Naciones Unidas y participara de varios eventos en Nueva York ,0
576,576,576,576,Marcelino García Toral entrenador del Athletic Club dice que la visita a Mestalla será un partido en lo deportivo igual que cualquier otro si bien en lo emocional el regreso a Valencia es complicadillo y diferente a todos los demás  ,0
577,577,577,577,España afronta este fin de semana con mejora de los indicadores epidemiológicos y con más del 76 por ciento de la población inmunizada por lo que continúa la desescalada para relajar las restricciones aunque se mantiene en alerta ante macrobotellones  ,0
578,578,578,578,El neerlandes Max Verstappen optó por cambiar la unidad de potencia antes de los segundos entrenamientos libres del Gran Premio de Rusia y en consecuencia saldrá en la parte final de la parrilla en la carrera del domingo RussianGP F1  ,0
579,579,579,579,  Ana Guerra Ojalá todo el mundo viva el amor sin miedo  Por Silvia García Herráez    ,0
580,580,580,580,Vueling planea un ERTE convencional sobre sus 4000 empleados según Sepla,0
